conversations,dataset_name
"[{'role': 'user', 'content': 'Question: What are the 6 lowest review scores given because of locations? \n Dataset Columns: listing_id; uint32, name; object, host_id; uint32, host_since; datetime64[us, UTC], host_location; category, host_response_time; category, host_response_rate; float64, host_acceptance_rate; float64, host_is_superhost; category, host_total_listings_count; float64, host_has_profile_pic; category, host_identity_verified; category, neighbourhood; category, district; category, city; category, latitude; float64, longitude; float64, property_type; category, room_type; category, accommodates; uint8, bedrooms; float64, amenities; object, price; uint16, minimum_nights; uint16, maximum_nights; uint32, review_scores_rating; float64, review_scores_accuracy; float64, review_scores_cleanliness; float64, review_scores_checkin; float64, review_scores_communication; float64, review_scores_location; float64, review_scores_value; float64, instant_bookable; category'}, {'role': 'assistant', 'content': ""df.nsmallest(6, 'review_scores_location')['review_scores_location'].tolist()""}]",022_Airbnbs
"[{'role': 'user', 'content': 'Question: How many days had a maximum temperature above 30 degrees? \n Dataset Columns: fecha; datetime64[us, UTC], season; category, month_name; category, tmin; float64, tmax; float64, sol; float64, presMax; float64, presMin; float64, prec; float64, velmedia; float64, racha; float64, dir; float64, tmed; float64, horatmax; datetime64[us, UTC], horatmin; datetime64[us, UTC], horaPresMax; float64, horaPresMin; float64, horaracha; datetime64[us, UTC], weekday_name; category, dayofyear; uint16, quarter; uint8, year; uint16, altitud; uint16, nombre; category, provincia; category, indicativo; uint16'}, {'role': 'assistant', 'content': ""df[df['tmax'] > 30].shape[0]""}]",023_Climate
"[{'role': 'user', 'content': 'Question: How many unique days had solar radiation measurements? \n Dataset Columns: fecha; datetime64[us, UTC], season; category, month_name; category, tmin; float64, tmax; float64, sol; float64, presMax; float64, presMin; float64, prec; float64, velmedia; float64, racha; float64, dir; float64, tmed; float64, horatmax; datetime64[us, UTC], horatmin; datetime64[us, UTC], horaPresMax; float64, horaPresMin; float64, horaracha; datetime64[us, UTC], weekday_name; category, dayofyear; uint16, quarter; uint8, year; uint16, altitud; uint16, nombre; category, provincia; category, indicativo; uint16'}, {'role': 'assistant', 'content': ""df[df['sol'].notnull()]['fecha'].nunique()""}]",023_Climate
"[{'role': 'user', 'content': ""Question: What's the highest wind speed ever recorded? \n Dataset Columns: fecha; datetime64[us, UTC], season; category, month_name; category, tmin; float64, tmax; float64, sol; float64, presMax; float64, presMin; float64, prec; float64, velmedia; float64, racha; float64, dir; float64, tmed; float64, horatmax; datetime64[us, UTC], horatmin; datetime64[us, UTC], horaPresMax; float64, horaPresMin; float64, horaracha; datetime64[us, UTC], weekday_name; category, dayofyear; uint16, quarter; uint8, year; uint16, altitud; uint16, nombre; category, provincia; category, indicativo; uint16""}, {'role': 'assistant', 'content': ""df['racha'].max()""}]",023_Climate
"[{'role': 'user', 'content': 'Question: On which weekday did the highest temperature ever occur? \n Dataset Columns: fecha; datetime64[us, UTC], season; category, month_name; category, tmin; float64, tmax; float64, sol; float64, presMax; float64, presMin; float64, prec; float64, velmedia; float64, racha; float64, dir; float64, tmed; float64, horatmax; datetime64[us, UTC], horatmin; datetime64[us, UTC], horaPresMax; float64, horaPresMin; float64, horaracha; datetime64[us, UTC], weekday_name; category, dayofyear; uint16, quarter; uint8, year; uint16, altitud; uint16, nombre; category, provincia; category, indicativo; uint16'}, {'role': 'assistant', 'content': ""df.loc[df['tmax'].idxmax(), 'weekday_name']""}]",023_Climate
"[{'role': 'user', 'content': 'Question: In which season do we find the highest average solar radiation? \n Dataset Columns: fecha; datetime64[us, UTC], season; category, month_name; category, tmin; float64, tmax; float64, sol; float64, presMax; float64, presMin; float64, prec; float64, velmedia; float64, racha; float64, dir; float64, tmed; float64, horatmax; datetime64[us, UTC], horatmin; datetime64[us, UTC], horaPresMax; float64, horaPresMin; float64, horaracha; datetime64[us, UTC], weekday_name; category, dayofyear; uint16, quarter; uint8, year; uint16, altitud; uint16, nombre; category, provincia; category, indicativo; uint16'}, {'role': 'assistant', 'content': ""df.groupby('season')['sol'].mean().idxmax()""}]",023_Climate
"[{'role': 'user', 'content': 'Question: Which month had the lowest average wind speed? \n Dataset Columns: fecha; datetime64[us, UTC], season; category, month_name; category, tmin; float64, tmax; float64, sol; float64, presMax; float64, presMin; float64, prec; float64, velmedia; float64, racha; float64, dir; float64, tmed; float64, horatmax; datetime64[us, UTC], horatmin; datetime64[us, UTC], horaPresMax; float64, horaPresMin; float64, horaracha; datetime64[us, UTC], weekday_name; category, dayofyear; uint16, quarter; uint8, year; uint16, altitud; uint16, nombre; category, provincia; category, indicativo; uint16'}, {'role': 'assistant', 'content': ""df.groupby('month_name')['velmedia'].mean().idxmin()""}]",023_Climate
"[{'role': 'user', 'content': 'Question: What are the top 3 months with the highest average maximum temperatures? \n Dataset Columns: fecha; datetime64[us, UTC], season; category, month_name; category, tmin; float64, tmax; float64, sol; float64, presMax; float64, presMin; float64, prec; float64, velmedia; float64, racha; float64, dir; float64, tmed; float64, horatmax; datetime64[us, UTC], horatmin; datetime64[us, UTC], horaPresMax; float64, horaPresMin; float64, horaracha; datetime64[us, UTC], weekday_name; category, dayofyear; uint16, quarter; uint8, year; uint16, altitud; uint16, nombre; category, provincia; category, indicativo; uint16'}, {'role': 'assistant', 'content': ""df.groupby('month_name')['tmax'].mean().nlargest(3).index.tolist()""}]",023_Climate
"[{'role': 'user', 'content': 'Question: Which are the 5 weekdays with the most rain, ranked from highest to lowest? \n Dataset Columns: fecha; datetime64[us, UTC], season; category, month_name; category, tmin; float64, tmax; float64, sol; float64, presMax; float64, presMin; float64, prec; float64, velmedia; float64, racha; float64, dir; float64, tmed; float64, horatmax; datetime64[us, UTC], horatmin; datetime64[us, UTC], horaPresMax; float64, horaPresMin; float64, horaracha; datetime64[us, UTC], weekday_name; category, dayofyear; uint16, quarter; uint8, year; uint16, altitud; uint16, nombre; category, provincia; category, indicativo; uint16'}, {'role': 'assistant', 'content': ""df.groupby('weekday_name')['prec'].sum().nlargest(5).index.tolist()""}]",023_Climate
"[{'role': 'user', 'content': 'Question: List the 4 seasons ranked by average solar radiation, from highest to lowest. \n Dataset Columns: fecha; datetime64[us, UTC], season; category, month_name; category, tmin; float64, tmax; float64, sol; float64, presMax; float64, presMin; float64, prec; float64, velmedia; float64, racha; float64, dir; float64, tmed; float64, horatmax; datetime64[us, UTC], horatmin; datetime64[us, UTC], horaPresMax; float64, horaPresMin; float64, horaracha; datetime64[us, UTC], weekday_name; category, dayofyear; uint16, quarter; uint8, year; uint16, altitud; uint16, nombre; category, provincia; category, indicativo; uint16'}, {'role': 'assistant', 'content': ""df.groupby('season')['sol'].mean().nlargest(4).index.tolist()""}]",023_Climate
"[{'role': 'user', 'content': 'Question: Which 2 months recorded the lowest average minimum temperatures? \n Dataset Columns: fecha; datetime64[us, UTC], season; category, month_name; category, tmin; float64, tmax; float64, sol; float64, presMax; float64, presMin; float64, prec; float64, velmedia; float64, racha; float64, dir; float64, tmed; float64, horatmax; datetime64[us, UTC], horatmin; datetime64[us, UTC], horaPresMax; float64, horaPresMin; float64, horaracha; datetime64[us, UTC], weekday_name; category, dayofyear; uint16, quarter; uint8, year; uint16, altitud; uint16, nombre; category, provincia; category, indicativo; uint16'}, {'role': 'assistant', 'content': ""df.groupby('month_name')['tmin'].mean().nsmallest(2).index.tolist()""}]",023_Climate
"[{'role': 'user', 'content': 'Question: List the top 5 recorded maximum temperatures. \n Dataset Columns: fecha; datetime64[us, UTC], season; category, month_name; category, tmin; float64, tmax; float64, sol; float64, presMax; float64, presMin; float64, prec; float64, velmedia; float64, racha; float64, dir; float64, tmed; float64, horatmax; datetime64[us, UTC], horatmin; datetime64[us, UTC], horaPresMax; float64, horaPresMin; float64, horaracha; datetime64[us, UTC], weekday_name; category, dayofyear; uint16, quarter; uint8, year; uint16, altitud; uint16, nombre; category, provincia; category, indicativo; uint16'}, {'role': 'assistant', 'content': ""df['tmax'].nlargest(5).tolist()""}]",023_Climate
"[{'role': 'user', 'content': 'Question: What are the 4 lowest wind speeds ever recorded? \n Dataset Columns: fecha; datetime64[us, UTC], season; category, month_name; category, tmin; float64, tmax; float64, sol; float64, presMax; float64, presMin; float64, prec; float64, velmedia; float64, racha; float64, dir; float64, tmed; float64, horatmax; datetime64[us, UTC], horatmin; datetime64[us, UTC], horaPresMax; float64, horaPresMin; float64, horaracha; datetime64[us, UTC], weekday_name; category, dayofyear; uint16, quarter; uint8, year; uint16, altitud; uint16, nombre; category, provincia; category, indicativo; uint16'}, {'role': 'assistant', 'content': ""df.nsmallest(4, 'velmedia')['velmedia'].tolist()""}]",023_Climate
"[{'role': 'user', 'content': 'Question: Rank the highest 3 solar radiation measurements. \n Dataset Columns: fecha; datetime64[us, UTC], season; category, month_name; category, tmin; float64, tmax; float64, sol; float64, presMax; float64, presMin; float64, prec; float64, velmedia; float64, racha; float64, dir; float64, tmed; float64, horatmax; datetime64[us, UTC], horatmin; datetime64[us, UTC], horaPresMax; float64, horaPresMin; float64, horaracha; datetime64[us, UTC], weekday_name; category, dayofyear; uint16, quarter; uint8, year; uint16, altitud; uint16, nombre; category, provincia; category, indicativo; uint16'}, {'role': 'assistant', 'content': ""df.nlargest(3, 'sol')['sol'].tolist()""}]",023_Climate
"[{'role': 'user', 'content': 'Question: Are there records where the RETRINOIN_xRZI exceeds 10,000? \n Dataset Columns: clusters_2; category, RETRINOIN_xRZI; float64, CNO1; category, CNACE; category, ESTU; category, SEXO; category, ANOS2; category, NUTS1; category, ESTRATO2; category, CONTROL; category, MERCADO; category, REGULACION; category, TIPOPAIS; category, RESPONSA; category, ANOANTI; uint8, TIPOJOR; category, TIPOCON; category, RETRINOIN; float64, RETRINOIN_WwQk; float64, Quantiles_target; category, _gx_link_targets_; object, _gx_link_weights_; object, umap_cluster; category, x; float64, y; float64, RETRINOIN_ac1q; float64, RETRINOIN_QSbS; float64, RETRINOIN_stfU; float64, RETRINOIN_RxV1; float64'}, {'role': 'assistant', 'content': ""(df['RETRINOIN_xRZI'] > 10000).any()""}]",024_Salary
"[{'role': 'user', 'content': 'Question: Do we have respondents who fall under both PRIVADO control and NACIONAL market? \n Dataset Columns: clusters_2; category, RETRINOIN_xRZI; float64, CNO1; category, CNACE; category, ESTU; category, SEXO; category, ANOS2; category, NUTS1; category, ESTRATO2; category, CONTROL; category, MERCADO; category, REGULACION; category, TIPOPAIS; category, RESPONSA; category, ANOANTI; uint8, TIPOJOR; category, TIPOCON; category, RETRINOIN; float64, RETRINOIN_WwQk; float64, Quantiles_target; category, _gx_link_targets_; object, _gx_link_weights_; object, umap_cluster; category, x; float64, y; float64, RETRINOIN_ac1q; float64, RETRINOIN_QSbS; float64, RETRINOIN_stfU; float64, RETRINOIN_RxV1; float64'}, {'role': 'assistant', 'content': ""df[(df['CONTROL'] == 'PRIVADO') & (df['MERCADO'] == 'NACIONAL')].any().any()""}]",024_Salary
"[{'role': 'user', 'content': 'Question: Are there records with RETRINOIN_WwQk less than 5,000? \n Dataset Columns: clusters_2; category, RETRINOIN_xRZI; float64, CNO1; category, CNACE; category, ESTU; category, SEXO; category, ANOS2; category, NUTS1; category, ESTRATO2; category, CONTROL; category, MERCADO; category, REGULACION; category, TIPOPAIS; category, RESPONSA; category, ANOANTI; uint8, TIPOJOR; category, TIPOCON; category, RETRINOIN; float64, RETRINOIN_WwQk; float64, Quantiles_target; category, _gx_link_targets_; object, _gx_link_weights_; object, umap_cluster; category, x; float64, y; float64, RETRINOIN_ac1q; float64, RETRINOIN_QSbS; float64, RETRINOIN_stfU; float64, RETRINOIN_RxV1; float64'}, {'role': 'assistant', 'content': ""(df['RETRINOIN_WwQk'] < 5000).any()""}]",024_Salary
"[{'role': 'user', 'content': ""Question: What's the highest value for RETRINOIN_ac1q in the dataset? \n Dataset Columns: clusters_2; category, RETRINOIN_xRZI; float64, CNO1; category, CNACE; category, ESTU; category, SEXO; category, ANOS2; category, NUTS1; category, ESTRATO2; category, CONTROL; category, MERCADO; category, REGULACION; category, TIPOPAIS; category, RESPONSA; category, ANOANTI; uint8, TIPOJOR; category, TIPOCON; category, RETRINOIN; float64, RETRINOIN_WwQk; float64, Quantiles_target; category, _gx_link_targets_; object, _gx_link_weights_; object, umap_cluster; category, x; float64, y; float64, RETRINOIN_ac1q; float64, RETRINOIN_QSbS; float64, RETRINOIN_stfU; float64, RETRINOIN_RxV1; float64""}, {'role': 'assistant', 'content': ""df['RETRINOIN_ac1q'].max()""}]",024_Salary
"[{'role': 'user', 'content': ""Question: How many unique clusters are present in the 'umap_cluster' column? \n Dataset Columns: clusters_2; category, RETRINOIN_xRZI; float64, CNO1; category, CNACE; category, ESTU; category, SEXO; category, ANOS2; category, NUTS1; category, ESTRATO2; category, CONTROL; category, MERCADO; category, REGULACION; category, TIPOPAIS; category, RESPONSA; category, ANOANTI; uint8, TIPOJOR; category, TIPOCON; category, RETRINOIN; float64, RETRINOIN_WwQk; float64, Quantiles_target; category, _gx_link_targets_; object, _gx_link_weights_; object, umap_cluster; category, x; float64, y; float64, RETRINOIN_ac1q; float64, RETRINOIN_QSbS; float64, RETRINOIN_stfU; float64, RETRINOIN_RxV1; float64""}, {'role': 'assistant', 'content': ""df['umap_cluster'].nunique()""}]",024_Salary
"[{'role': 'user', 'content': ""Question: Which 'ANOS2' category has the most number of respondents? \n Dataset Columns: clusters_2; category, RETRINOIN_xRZI; float64, CNO1; category, CNACE; category, ESTU; category, SEXO; category, ANOS2; category, NUTS1; category, ESTRATO2; category, CONTROL; category, MERCADO; category, REGULACION; category, TIPOPAIS; category, RESPONSA; category, ANOANTI; uint8, TIPOJOR; category, TIPOCON; category, RETRINOIN; float64, RETRINOIN_WwQk; float64, Quantiles_target; category, _gx_link_targets_; object, _gx_link_weights_; object, umap_cluster; category, x; float64, y; float64, RETRINOIN_ac1q; float64, RETRINOIN_QSbS; float64, RETRINOIN_stfU; float64, RETRINOIN_RxV1; float64""}, {'role': 'assistant', 'content': ""df['ANOS2'].value_counts().idxmax()""}]",024_Salary
"[{'role': 'user', 'content': ""Question: In which 'NUTS1' region do we find the highest average RETRINOIN? \n Dataset Columns: clusters_2; category, RETRINOIN_xRZI; float64, CNO1; category, CNACE; category, ESTU; category, SEXO; category, ANOS2; category, NUTS1; category, ESTRATO2; category, CONTROL; category, MERCADO; category, REGULACION; category, TIPOPAIS; category, RESPONSA; category, ANOANTI; uint8, TIPOJOR; category, TIPOCON; category, RETRINOIN; float64, RETRINOIN_WwQk; float64, Quantiles_target; category, _gx_link_targets_; object, _gx_link_weights_; object, umap_cluster; category, x; float64, y; float64, RETRINOIN_ac1q; float64, RETRINOIN_QSbS; float64, RETRINOIN_stfU; float64, RETRINOIN_RxV1; float64""}, {'role': 'assistant', 'content': ""df.groupby('NUTS1')['RETRINOIN'].mean().idxmax()""}]",024_Salary
"[{'role': 'user', 'content': ""Question: Which 'MERCADO' category is the least common in the dataset? \n Dataset Columns: clusters_2; category, RETRINOIN_xRZI; float64, CNO1; category, CNACE; category, ESTU; category, SEXO; category, ANOS2; category, NUTS1; category, ESTRATO2; category, CONTROL; category, MERCADO; category, REGULACION; category, TIPOPAIS; category, RESPONSA; category, ANOANTI; uint8, TIPOJOR; category, TIPOCON; category, RETRINOIN; float64, RETRINOIN_WwQk; float64, Quantiles_target; category, _gx_link_targets_; object, _gx_link_weights_; object, umap_cluster; category, x; float64, y; float64, RETRINOIN_ac1q; float64, RETRINOIN_QSbS; float64, RETRINOIN_stfU; float64, RETRINOIN_RxV1; float64""}, {'role': 'assistant', 'content': ""df['MERCADO'].value_counts().idxmin()""}]",024_Salary
"[{'role': 'user', 'content': ""Question: Which 'umap_cluster' is the most dominant in the dataset? \n Dataset Columns: clusters_2; category, RETRINOIN_xRZI; float64, CNO1; category, CNACE; category, ESTU; category, SEXO; category, ANOS2; category, NUTS1; category, ESTRATO2; category, CONTROL; category, MERCADO; category, REGULACION; category, TIPOPAIS; category, RESPONSA; category, ANOANTI; uint8, TIPOJOR; category, TIPOCON; category, RETRINOIN; float64, RETRINOIN_WwQk; float64, Quantiles_target; category, _gx_link_targets_; object, _gx_link_weights_; object, umap_cluster; category, x; float64, y; float64, RETRINOIN_ac1q; float64, RETRINOIN_QSbS; float64, RETRINOIN_stfU; float64, RETRINOIN_RxV1; float64""}, {'role': 'assistant', 'content': ""df['umap_cluster'].value_counts().idxmax()""}]",024_Salary
"[{'role': 'user', 'content': 'Question: Which are the 2 least common age categories in the dataset? \n Dataset Columns: clusters_2; category, RETRINOIN_xRZI; float64, CNO1; category, CNACE; category, ESTU; category, SEXO; category, ANOS2; category, NUTS1; category, ESTRATO2; category, CONTROL; category, MERCADO; category, REGULACION; category, TIPOPAIS; category, RESPONSA; category, ANOANTI; uint8, TIPOJOR; category, TIPOCON; category, RETRINOIN; float64, RETRINOIN_WwQk; float64, Quantiles_target; category, _gx_link_targets_; object, _gx_link_weights_; object, umap_cluster; category, x; float64, y; float64, RETRINOIN_ac1q; float64, RETRINOIN_QSbS; float64, RETRINOIN_stfU; float64, RETRINOIN_RxV1; float64'}, {'role': 'assistant', 'content': ""df['ANOS2'].value_counts().nsmallest(2).index.tolist()""}]",024_Salary
"[{'role': 'user', 'content': ""Question: Which are the 3 least common 'ANOS2' categories in the dataset? \n Dataset Columns: clusters_2; category, RETRINOIN_xRZI; float64, CNO1; category, CNACE; category, ESTU; category, SEXO; category, ANOS2; category, NUTS1; category, ESTRATO2; category, CONTROL; category, MERCADO; category, REGULACION; category, TIPOPAIS; category, RESPONSA; category, ANOANTI; uint8, TIPOJOR; category, TIPOCON; category, RETRINOIN; float64, RETRINOIN_WwQk; float64, Quantiles_target; category, _gx_link_targets_; object, _gx_link_weights_; object, umap_cluster; category, x; float64, y; float64, RETRINOIN_ac1q; float64, RETRINOIN_QSbS; float64, RETRINOIN_stfU; float64, RETRINOIN_RxV1; float64""}, {'role': 'assistant', 'content': ""df['ANOS2'].value_counts().nsmallest(3).index.tolist()""}]",024_Salary
"[{'role': 'user', 'content': ""Question: List the top 5 'NUTS1' regions by frequency. \n Dataset Columns: clusters_2; category, RETRINOIN_xRZI; float64, CNO1; category, CNACE; category, ESTU; category, SEXO; category, ANOS2; category, NUTS1; category, ESTRATO2; category, CONTROL; category, MERCADO; category, REGULACION; category, TIPOPAIS; category, RESPONSA; category, ANOANTI; uint8, TIPOJOR; category, TIPOCON; category, RETRINOIN; float64, RETRINOIN_WwQk; float64, Quantiles_target; category, _gx_link_targets_; object, _gx_link_weights_; object, umap_cluster; category, x; float64, y; float64, RETRINOIN_ac1q; float64, RETRINOIN_QSbS; float64, RETRINOIN_stfU; float64, RETRINOIN_RxV1; float64""}, {'role': 'assistant', 'content': ""df['NUTS1'].value_counts().nlargest(5).index.tolist()""}]",024_Salary
"[{'role': 'user', 'content': 'Question: List the top 5 recorded RETRINOIN values. \n Dataset Columns: clusters_2; category, RETRINOIN_xRZI; float64, CNO1; category, CNACE; category, ESTU; category, SEXO; category, ANOS2; category, NUTS1; category, ESTRATO2; category, CONTROL; category, MERCADO; category, REGULACION; category, TIPOPAIS; category, RESPONSA; category, ANOANTI; uint8, TIPOJOR; category, TIPOCON; category, RETRINOIN; float64, RETRINOIN_WwQk; float64, Quantiles_target; category, _gx_link_targets_; object, _gx_link_weights_; object, umap_cluster; category, x; float64, y; float64, RETRINOIN_ac1q; float64, RETRINOIN_QSbS; float64, RETRINOIN_stfU; float64, RETRINOIN_RxV1; float64'}, {'role': 'assistant', 'content': ""df['RETRINOIN'].nlargest(5).tolist()""}]",024_Salary
"[{'role': 'user', 'content': 'Question: What are the 4 lowest x values in the dataset? \n Dataset Columns: clusters_2; category, RETRINOIN_xRZI; float64, CNO1; category, CNACE; category, ESTU; category, SEXO; category, ANOS2; category, NUTS1; category, ESTRATO2; category, CONTROL; category, MERCADO; category, REGULACION; category, TIPOPAIS; category, RESPONSA; category, ANOANTI; uint8, TIPOJOR; category, TIPOCON; category, RETRINOIN; float64, RETRINOIN_WwQk; float64, Quantiles_target; category, _gx_link_targets_; object, _gx_link_weights_; object, umap_cluster; category, x; float64, y; float64, RETRINOIN_ac1q; float64, RETRINOIN_QSbS; float64, RETRINOIN_stfU; float64, RETRINOIN_RxV1; float64'}, {'role': 'assistant', 'content': ""df.nsmallest(4, 'x')['x'].tolist()""}]",024_Salary
"[{'role': 'user', 'content': 'Question: Rank the highest 3 y values in the dataset. \n Dataset Columns: clusters_2; category, RETRINOIN_xRZI; float64, CNO1; category, CNACE; category, ESTU; category, SEXO; category, ANOS2; category, NUTS1; category, ESTRATO2; category, CONTROL; category, MERCADO; category, REGULACION; category, TIPOPAIS; category, RESPONSA; category, ANOANTI; uint8, TIPOJOR; category, TIPOCON; category, RETRINOIN; float64, RETRINOIN_WwQk; float64, Quantiles_target; category, _gx_link_targets_; object, _gx_link_weights_; object, umap_cluster; category, x; float64, y; float64, RETRINOIN_ac1q; float64, RETRINOIN_QSbS; float64, RETRINOIN_stfU; float64, RETRINOIN_RxV1; float64'}, {'role': 'assistant', 'content': ""df.nlargest(3, 'y')['y'].tolist()""}]",024_Salary
"[{'role': 'user', 'content': 'Question: What are the largest 2 y values in the dataset?. \n Dataset Columns: clusters_2; category, RETRINOIN_xRZI; float64, CNO1; category, CNACE; category, ESTU; category, SEXO; category, ANOS2; category, NUTS1; category, ESTRATO2; category, CONTROL; category, MERCADO; category, REGULACION; category, TIPOPAIS; category, RESPONSA; category, ANOANTI; uint8, TIPOJOR; category, TIPOCON; category, RETRINOIN; float64, RETRINOIN_WwQk; float64, Quantiles_target; category, _gx_link_targets_; object, _gx_link_weights_; object, umap_cluster; category, x; float64, y; float64, RETRINOIN_ac1q; float64, RETRINOIN_QSbS; float64, RETRINOIN_stfU; float64, RETRINOIN_RxV1; float64'}, {'role': 'assistant', 'content': ""df['y'].nlargest(2).tolist()""}]",024_Salary
"[{'role': 'user', 'content': ""Question: Is the most visited URL related to 'no code data science'? \n Dataset Columns: URLs; category, Ranking; uint8, Keyword; category, Avg. monthly searches; uint8, Competition; category""}, {'role': 'assistant', 'content': ""(df.loc[df['Ranking'].idxmin(), 'Keyword'] == 'no code data science')""}]",025_Data
"[{'role': 'user', 'content': ""Question: Does any URL have a competition level of 'Low'? \n Dataset Columns: URLs; category, Ranking; uint8, Keyword; category, Avg. monthly searches; uint8, Competition; category""}, {'role': 'assistant', 'content': ""df['Competition'].eq('Low').any()""}]",025_Data
"[{'role': 'user', 'content': 'Question: Are there any URLs with an average monthly searches above 1000? \n Dataset Columns: URLs; category, Ranking; uint8, Keyword; category, Avg. monthly searches; uint8, Competition; category'}, {'role': 'assistant', 'content': ""(df['Avg. monthly searches'] > 1000).any()""}]",025_Data
"[{'role': 'user', 'content': 'Question: Is the URL with the lowest ranking also the one with the highest monthly searches? \n Dataset Columns: URLs; category, Ranking; uint8, Keyword; category, Avg. monthly searches; uint8, Competition; category'}, {'role': 'assistant', 'content': ""(df.loc[df['Ranking'] == df['Ranking'].min(), 'URLs'].iloc[0] == df.loc[df['Avg. monthly searches'] == df['Avg. monthly searches'].max(), 'URLs'].iloc[0])""}]",025_Data
"[{'role': 'user', 'content': 'Question: How many unique URLs are in the dataset? \n Dataset Columns: URLs; category, Ranking; uint8, Keyword; category, Avg. monthly searches; uint8, Competition; category'}, {'role': 'assistant', 'content': ""df['URLs'].nunique()""}]",025_Data
"[{'role': 'user', 'content': 'Question: What is the minimum average monthly searches in the dataset? \n Dataset Columns: URLs; category, Ranking; uint8, Keyword; category, Avg. monthly searches; uint8, Competition; category'}, {'role': 'assistant', 'content': ""df['Avg. monthly searches'].min()""}]",025_Data
"[{'role': 'user', 'content': 'Question: How many unique keywords are present in the dataset? \n Dataset Columns: URLs; category, Ranking; uint8, Keyword; category, Avg. monthly searches; uint8, Competition; category'}, {'role': 'assistant', 'content': ""df['Keyword'].nunique()""}]",025_Data
"[{'role': 'user', 'content': 'Question: What is the competition level of the highest-ranked URL? \n Dataset Columns: URLs; category, Ranking; uint8, Keyword; category, Avg. monthly searches; uint8, Competition; category'}, {'role': 'assistant', 'content': ""df.loc[df['Ranking'] == df['Ranking'].min(), 'Competition'].iloc[0]""}]",025_Data
"[{'role': 'user', 'content': 'Question: What keyword has the highest average monthly searches? \n Dataset Columns: URLs; category, Ranking; uint8, Keyword; category, Avg. monthly searches; uint8, Competition; category'}, {'role': 'assistant', 'content': ""df.loc[df['Avg. monthly searches'].idxmax(), 'Keyword']""}]",025_Data
"[{'role': 'user', 'content': 'Question: What is the competition level for the URL with the highest ranking? \n Dataset Columns: URLs; category, Ranking; uint8, Keyword; category, Avg. monthly searches; uint8, Competition; category'}, {'role': 'assistant', 'content': ""df.loc[df['Ranking'] == df['Ranking'].max(), 'Competition'].iloc[0]""}]",025_Data
"[{'role': 'user', 'content': 'Question: What keyword is associated with the URL with the lowest ranking? \n Dataset Columns: URLs; category, Ranking; uint8, Keyword; category, Avg. monthly searches; uint8, Competition; category'}, {'role': 'assistant', 'content': ""df.loc[df['Ranking'] == df['Ranking'].min(), 'Keyword'].iloc[0]""}]",025_Data
"[{'role': 'user', 'content': 'Question: Specify the bottom 2 average monthly searches for URLs with the highest rankings. \n Dataset Columns: URLs; category, Ranking; uint8, Keyword; category, Avg. monthly searches; uint8, Competition; category'}, {'role': 'assistant', 'content': ""df[df['Ranking'] == df['Ranking'].max()].nsmallest(2, 'Avg. monthly searches')['Avg. monthly searches'].tolist()""}]",025_Data
"[{'role': 'user', 'content': 'Question: Is there any wine with a quality rating of 10? \n Dataset Columns: fixed acidity; float64, volatile acidity; float64, citric acid; float64, residual sugar; float64, chlorides; float64, free sulfur dioxide; float64, total sulfur dioxide; float64, density; float64, pH; float64, sulphates; float64, alcohol; float64, quality; uint8'}, {'role': 'assistant', 'content': ""(df['quality'] == 10).any()""}]",026_Predicting
"[{'role': 'user', 'content': 'Question: Are there any wines with residual sugar above 15g/dm^3? \n Dataset Columns: fixed acidity; float64, volatile acidity; float64, citric acid; float64, residual sugar; float64, chlorides; float64, free sulfur dioxide; float64, total sulfur dioxide; float64, density; float64, pH; float64, sulphates; float64, alcohol; float64, quality; uint8'}, {'role': 'assistant', 'content': ""(df['residual sugar'] > 15).any()""}]",026_Predicting
"[{'role': 'user', 'content': 'Question: Is the highest alcohol content wine also the one with the highest quality rating? \n Dataset Columns: fixed acidity; float64, volatile acidity; float64, citric acid; float64, residual sugar; float64, chlorides; float64, free sulfur dioxide; float64, total sulfur dioxide; float64, density; float64, pH; float64, sulphates; float64, alcohol; float64, quality; uint8'}, {'role': 'assistant', 'content': ""(df['alcohol'].idxmax() == df['quality'].idxmax())""}]",026_Predicting
"[{'role': 'user', 'content': 'Question: Does any wine have a pH level below 2.5? \n Dataset Columns: fixed acidity; float64, volatile acidity; float64, citric acid; float64, residual sugar; float64, chlorides; float64, free sulfur dioxide; float64, total sulfur dioxide; float64, density; float64, pH; float64, sulphates; float64, alcohol; float64, quality; uint8'}, {'role': 'assistant', 'content': ""(df['pH'] < 2.5).any()""}]",026_Predicting
"[{'role': 'user', 'content': 'Question: How many unique quality ratings are there in the dataset? \n Dataset Columns: fixed acidity; float64, volatile acidity; float64, citric acid; float64, residual sugar; float64, chlorides; float64, free sulfur dioxide; float64, total sulfur dioxide; float64, density; float64, pH; float64, sulphates; float64, alcohol; float64, quality; uint8'}, {'role': 'assistant', 'content': ""df['quality'].nunique()""}]",026_Predicting
"[{'role': 'user', 'content': 'Question: What is the maximum fixed acidity level found in the dataset? \n Dataset Columns: fixed acidity; float64, volatile acidity; float64, citric acid; float64, residual sugar; float64, chlorides; float64, free sulfur dioxide; float64, total sulfur dioxide; float64, density; float64, pH; float64, sulphates; float64, alcohol; float64, quality; uint8'}, {'role': 'assistant', 'content': ""df['fixed acidity'].max()""}]",026_Predicting
