Dataset_ID,Column_Name,Data_Type
014_Airbnb,host_total_listings_count,float64
014_Airbnb,host_verifications,object
014_Airbnb,host_has_profile_pic,category
014_Airbnb,host_identity_verified,category
014_Airbnb,neighbourhood,category
014_Airbnb,neighbourhood_cleansed,category
014_Airbnb,neighbourhood_group_cleansed,category
014_Airbnb,latitude,float64
014_Airbnb,longitude,float64
014_Airbnb,property_type,category
014_Airbnb,room_type,category
014_Airbnb,accommodates,uint8
014_Airbnb,bathrooms,category
014_Airbnb,bathrooms_text,category
014_Airbnb,bedrooms,float64
014_Airbnb,beds,float64
014_Airbnb,amenities,object
014_Airbnb,price,category
014_Airbnb,minimum_nights,uint16
014_Airbnb,maximum_nights,uint32
014_Airbnb,minimum_minimum_nights,float64
014_Airbnb,maximum_minimum_nights,float64
014_Airbnb,minimum_maximum_nights,float64
014_Airbnb,maximum_maximum_nights,float64
014_Airbnb,minimum_nights_avg_ntm,float64
014_Airbnb,maximum_nights_avg_ntm,float64
014_Airbnb,calendar_updated,category
014_Airbnb,has_availability,category
014_Airbnb,availability_30,uint8
014_Airbnb,availability_60,uint8
014_Airbnb,availability_90,uint8
014_Airbnb,availability_365,uint16
014_Airbnb,calendar_last_scraped,"datetime64[us, UTC]"
014_Airbnb,number_of_reviews,uint16
014_Airbnb,number_of_reviews_ltm,uint16
014_Airbnb,number_of_reviews_l30d,uint8
014_Airbnb,first_review,"datetime64[us, UTC]"
014_Airbnb,last_review,"datetime64[us, UTC]"
014_Airbnb,review_scores_rating,float64
014_Airbnb,review_scores_accuracy,float64
014_Airbnb,review_scores_cleanliness,float64
014_Airbnb,review_scores_checkin,float64
014_Airbnb,review_scores_communication,float64
014_Airbnb,review_scores_location,float64
014_Airbnb,review_scores_value,float64
014_Airbnb,license,category
014_Airbnb,instant_bookable,category
014_Airbnb,calculated_host_listings_count,uint8
014_Airbnb,calculated_host_listings_count_entire_homes,uint8
014_Airbnb,calculated_host_listings_count_private_rooms,uint8
014_Airbnb,calculated_host_listings_count_shared_rooms,uint8
014_Airbnb,reviews_per_month,float64
048_Data,Job Title,category
048_Data,Salary Estimate,object
048_Data,Job Description,object
048_Data,Rating,float64
048_Data,Company Name,category
048_Data,Location,category
048_Data,Headquarters,category
048_Data,Size,category
048_Data,Founded,int16
048_Data,Type of ownership,category
048_Data,Industry,category
048_Data,Sector,category
048_Data,Revenue,category
048_Data,Competitors,category
048_Data,hourly,uint8
048_Data,employer_provided,uint8
048_Data,min_salary,uint8
048_Data,max_salary,uint16
048_Data,avg_salary,float64
048_Data,company_txt,category
048_Data,job_state,category
048_Data,same_state,uint8
048_Data,age,int16
048_Data,python_yn,uint8
048_Data,R_yn,uint8
048_Data,spark,uint8
048_Data,aws,uint8
048_Data,excel,uint8
062_Trump,id,int64
062_Trump,author_id,uint32
062_Trump,author_name,category
062_Trump,author_handler,category
062_Trump,author_avatar,category
062_Trump,lang,category
062_Trump,text,object
062_Trump,date,"datetime64[us, UTC]"
062_Trump,mention_ids,object
062_Trump,mention_names,object
062_Trump,retweets,uint32
062_Trump,favorites,uint32
062_Trump,links,object
062_Trump,links_first,category
062_Trump,image_links,object
062_Trump,image_links_first,category
062_Trump,tweet_link,category
062_Trump,rp_user_id,float64
062_Trump,rp_user_name,category
062_Trump,location,category
045_Predict,id,uint16
045_Predict,name,category
045_Predict,popularity,uint8
045_Predict,duration_ms,float64
045_Predict,artists,object
045_Predict,id_artists,object
045_Predict,danceability,float64
045_Predict,energy,float64
045_Predict,key,uint8
045_Predict,loudness,float64
045_Predict,speechiness,float64
045_Predict,acousticness,float64
045_Predict,instrumentalness,float64
045_Predict,liveness,float64
045_Predict,valence,float64
045_Predict,tempo,float64
045_Predict,release_year,uint16
045_Predict,release_month,float64
045_Predict,release_day,float64
018_Staff,Left,category
018_Staff,Satisfaction Level,float64
018_Staff,Work Accident,category
018_Staff,Average Monthly Hours,uint16
018_Staff,Last Evaluation,float64
018_Staff,Years in the Company,uint8
018_Staff,salary,category
018_Staff,Department,category
018_Staff,Number of Projects,uint8
018_Staff,Promoted in the last 5 years?,category
018_Staff,Date Hired,"datetime64[us, UTC]"
006_London,neighbourhood_cleansed,category
006_London,host_neighbourhood,category
006_London,price,category
006_London,room_type,category
006_London,reviews_per_month,float64
006_London,property_type,category
006_London,bedrooms,float64
006_London,host_verifications,object
006_London,host_acceptance_rate,category
006_London,host_identity_verified,category
006_London,beds,float64
006_London,amenities,object
006_London,minimum_nights,uint16
006_London,last_review,"datetime64[us, UTC]"
006_London,review_scores_rating,float64
006_London,instant_bookable,category
006_London,calculated_host_listings_count,uint16
006_London,first_review,"datetime64[us, UTC]"
006_London,number_of_reviews,uint16
006_London,accommodates,uint8
006_London,listing_url,category
006_London,last_scraped,"datetime64[us, UTC]"
006_London,source,category
006_London,name,object
006_London,description,object
006_London,neighborhood_overview,object
006_London,picture_url,category
006_London,host_id,uint32
006_London,host_name,category
006_London,host_since,"datetime64[us, UTC]"
006_London,host_location,category
006_London,host_about,object
006_London,host_response_time,category
006_London,host_response_rate,category
006_London,host_is_superhost,category
006_London,host_thumbnail_url,category
006_London,host_picture_url,category
006_London,host_listings_count,float64
006_London,host_total_listings_count,float64
006_London,host_has_profile_pic,category
006_London,neighbourhood,category
006_London,latitude,float64
006_London,longitude,float64
006_London,bathrooms,category
006_London,bathrooms_text,category
006_London,maximum_nights,uint32
006_London,minimum_minimum_nights,float64
006_London,maximum_minimum_nights,float64
006_London,minimum_maximum_nights,float64
006_London,maximum_maximum_nights,float64
006_London,minimum_nights_avg_ntm,float64
006_London,maximum_nights_avg_ntm,float64
006_London,calendar_updated,category
006_London,has_availability,category
006_London,availability_30,uint8
006_London,availability_60,uint8
006_London,availability_90,uint8
006_London,availability_365,uint16
006_London,calendar_last_scraped,"datetime64[us, UTC]"
006_London,number_of_reviews_ltm,uint16
006_London,number_of_reviews_l30d,uint8
006_London,review_scores_accuracy,float64
006_London,review_scores_cleanliness,float64
006_London,review_scores_checkin,float64
006_London,review_scores_communication,float64
006_London,review_scores_location,float64
006_London,review_scores_value,float64
006_London,license,category
006_London,calculated_host_listings_count_entire_homes,uint16
006_London,calculated_host_listings_count_private_rooms,uint8
006_London,calculated_host_listings_count_shared_rooms,uint8
006_London,x,float64
006_London,y,float64
006_London,price_M0jI,category
036_US,dest,uint32
036_US,origin,float64
036_US,count,uint16
036_US,name_dest,category
036_US,name_origin,category
036_US,lat_dest,float64
036_US,lon_dest,float64
036_US,lat_origin,float64
036_US,lon_origin,float64
028_Predict,Pregnancies,uint8
028_Predict,Glucose,uint8
028_Predict,BloodPressure,uint8
028_Predict,SkinThickness,uint8
028_Predict,Insulin,uint16
028_Predict,BMI,float64
028_Predict,DiabetesPedigreeFunction,float64
028_Predict,Age,uint8
028_Predict,Outcome,uint8
044_IMDb,imdb_title_id,category
044_IMDb,title,category
044_IMDb,original_title,category
044_IMDb,year,float64
044_IMDb,date_published,category
044_IMDb,genre,category
044_IMDb,duration,uint16
044_IMDb,country,category
044_IMDb,language,category
044_IMDb,director,category
044_IMDb,writer,category
044_IMDb,production_company,category
044_IMDb,actors,object
044_IMDb,description,object
044_IMDb,avg_vote,float64
044_IMDb,votes,uint32
044_IMDb,budget,category
044_IMDb,usa_gross_income,category
044_IMDb,worlwide_gross_income,category
044_IMDb,metascore,float64
044_IMDb,reviews_from_users,float64
044_IMDb,reviews_from_critics,float64
063_Influencers,id,uint32
063_Influencers,name,category
063_Influencers,pic,category
063_Influencers,is_organization,bool
063_Influencers,community,uint32
063_Influencers,page_rank_norm,float64
063_Influencers,weight,float64
063_Influencers,x,float64
063_Influencers,y,float64
063_Influencers,twitter_profile_id,int64
063_Influencers,gx_link_target,object
063_Influencers,gx_link_weight,object
063_Influencers,gx_link_reciprocal,object
063_Influencers,gx_link_should,object
050_ING,id,int64
050_ING,author_id,int64
050_ING,author_name,category
050_ING,author_handler,category
050_ING,author_avatar,category
050_ING,lang,category
050_ING,type,category
050_ING,text,object
050_ING,date,"datetime64[us, UTC]"
050_ING,mention_ids,object
050_ING,mention_names,object
050_ING,retweets,uint8
050_ING,favorites,uint8
050_ING,links,object
050_ING,links_first,category
050_ING,image_links,object
050_ING,image_links_first,category
050_ING,rp_user_id,float64
050_ING,rp_user_name,category
050_ING,location,category
050_ING,tweet_link,category
050_ING,search,category
056_Emoji,name,category
056_Emoji,emoji,category
056_Emoji,Calories (kcal),float64
056_Emoji,Carbohydrates (g),float64
056_Emoji,Total Sugar (g),float64
056_Emoji,Protein (g),float64
056_Emoji,Total Fat (g),float64
056_Emoji,Saturated Fat (g),float64
056_Emoji,Monounsaturated Fat (g),float64
056_Emoji,Polyunsaturated Fat (g),float64
056_Emoji,Total Fiber (g),float64
056_Emoji,Cholesterol (mg),float64
056_Emoji,Vitamin B6 (mg),float64
056_Emoji,Vitamin A (IU),float64
056_Emoji,Vitamin B12 (ug),float64
056_Emoji,Vitamin C (mg),float64
056_Emoji,Vitamin D (IU),float64
056_Emoji,Vitamin E (IU),float64
056_Emoji,Vitamin K (ug),float64
056_Emoji,Thiamin (mg),float64
056_Emoji,Riboflavin (mg),float64
056_Emoji,Niacin (mg),float64
056_Emoji,Folate (ug),float64
056_Emoji,Pantothenic Acid (mg),float64
056_Emoji,Choline (mg),float64
056_Emoji,Calcium (g),float64
056_Emoji,Copper (mg),float64
056_Emoji,Iron (mg),float64
056_Emoji,Magnesium (mg),float64
056_Emoji,Manganese (mg),float64
056_Emoji,Phosphorus (g),float64
056_Emoji,Potassium (g),float64
056_Emoji,Selenium (ug),float64
056_Emoji,Sodium (g),float64
056_Emoji,Zinc (mg),float64
034_World,Country name,category
034_World,Regional indicator,category
034_World,Ladder score,float64
034_World,Standard error of ladder score,float64
034_World,upperwhisker,float64
034_World,lowerwhisker,float64
034_World,Logged GDP per capita,float64
034_World,Social support,float64
034_World,Healthy life expectancy,float64
034_World,Freedom to make life choices,float64
034_World,Generosity,float64
034_World,Perceptions of corruption,float64
034_World,Ladder score in Dystopia,float64
034_World,Explained by: Log GDP per capita,float64
034_World,Explained by: Social support,float64
034_World,Explained by: Healthy life expectancy,float64
034_World,Explained by: Freedom to make life choices,float64
034_World,Explained by: Generosity,float64
034_World,Explained by: Perceptions of corruption,float64
034_World,Dystopia + residual,float64
060_Bakery,Transaction,uint16
060_Bakery,Item,category
060_Bakery,date_time,category
060_Bakery,period_day,category
060_Bakery,weekday_weekend,category
031_Trustpilot,published_date,"datetime64[us, UTC]"
031_Trustpilot,country_code,category
031_Trustpilot,title,category
031_Trustpilot,body,object
031_Trustpilot,rating,uint8
031_Trustpilot,Company,category
041_Airline,tweet_id,int64
041_Airline,airline_sentiment,category
041_Airline,airline_sentiment_confidence,float64
041_Airline,negativereason,category
041_Airline,negativereason_confidence,float64
041_Airline,airline,category
041_Airline,airline_sentiment_gold,category
041_Airline,name,category
041_Airline,negativereason_gold,category
041_Airline,retweet_count,uint8
041_Airline,text,object
041_Airline,tweet_coord,object
041_Airline,tweet_created,"datetime64[us, UTC]"
041_Airline,tweet_location,category
041_Airline,user_timezone,category
029_NYTimes,headline,object
029_NYTimes,date,"datetime64[us, UTC]"
029_NYTimes,material_type,category
029_NYTimes,web_url,category
029_NYTimes,keywords,object
043_Predict,LoanNr_ChkDgt,int64
043_Predict,Name,category
043_Predict,Sector,category
043_Predict,City,category
043_Predict,State,category
043_Predict,Zip,uint32
043_Predict,Bank,category
043_Predict,BankState,category
043_Predict,NAICS,uint32
043_Predict,ApprovalFY,uint16
043_Predict,NoEmp,uint16
043_Predict,NewExist,float64
043_Predict,CreateJob,uint16
043_Predict,RetainedJob,uint16
043_Predict,FranchiseCode,uint32
043_Predict,UrbanRural,uint8
043_Predict,DisbursementGross,uint32
043_Predict,GrAppv,uint32
043_Predict,SBA_Appv,uint32
043_Predict,default_amount,uint32
023_Climate,fecha,"datetime64[us, UTC]"
023_Climate,season,category
023_Climate,month_name,category
023_Climate,tmin,float64
023_Climate,tmax,float64
023_Climate,sol,float64
023_Climate,presMax,float64
023_Climate,presMin,float64
023_Climate,prec,float64
023_Climate,velmedia,float64
023_Climate,racha,float64
023_Climate,dir,float64
023_Climate,tmed,float64
023_Climate,horatmax,"datetime64[us, UTC]"
023_Climate,horatmin,"datetime64[us, UTC]"
023_Climate,horaPresMax,float64
023_Climate,horaPresMin,float64
023_Climate,horaracha,"datetime64[us, UTC]"
023_Climate,weekday_name,category
023_Climate,dayofyear,uint16
023_Climate,quarter,uint8
023_Climate,year,uint16
023_Climate,altitud,uint16
023_Climate,nombre,category
023_Climate,provincia,category
023_Climate,indicativo,uint16
033_Employee,Left,category
033_Employee,Satisfaction Level,float64
033_Employee,Work Accident,category
033_Employee,Average Monthly Hours,uint16
033_Employee,Last Evaluation,float64
033_Employee,Years in the Company,uint8
033_Employee,salary,category
033_Employee,Department,category
033_Employee,Number of Projects,uint8
033_Employee,Promoted in the last 5 years?,category
033_Employee,Date Hired,"datetime64[ns, UTC]"
033_Employee,Marital_Status,category
064_Clustering,animal_name,category
064_Clustering,hair,uint8
064_Clustering,feathers,uint8
064_Clustering,eggs,uint8
064_Clustering,milk,uint8
064_Clustering,airborne,uint8
064_Clustering,aquatic,uint8
064_Clustering,predator,uint8
064_Clustering,toothed,uint8
064_Clustering,backbone,uint8
064_Clustering,breathes,uint8
064_Clustering,venomous,uint8
064_Clustering,fins,uint8
064_Clustering,legs,uint8
064_Clustering,tail,uint8
064_Clustering,domestic,uint8
064_Clustering,catsize,uint8
064_Clustering,class_type,uint8
022_Airbnbs,listing_id,uint32
022_Airbnbs,name,object
022_Airbnbs,host_id,uint32
022_Airbnbs,host_since,"datetime64[us, UTC]"
022_Airbnbs,host_location,category
022_Airbnbs,host_response_time,category
022_Airbnbs,host_response_rate,float64
022_Airbnbs,host_acceptance_rate,float64
022_Airbnbs,host_is_superhost,category
022_Airbnbs,host_total_listings_count,float64
022_Airbnbs,host_has_profile_pic,category
022_Airbnbs,host_identity_verified,category
022_Airbnbs,neighbourhood,category
022_Airbnbs,district,category
022_Airbnbs,city,category
022_Airbnbs,latitude,float64
022_Airbnbs,longitude,float64
022_Airbnbs,property_type,category
022_Airbnbs,room_type,category
022_Airbnbs,accommodates,uint8
022_Airbnbs,bedrooms,float64
022_Airbnbs,amenities,object
022_Airbnbs,price,uint16
022_Airbnbs,minimum_nights,uint16
022_Airbnbs,maximum_nights,uint32
022_Airbnbs,review_scores_rating,float64
022_Airbnbs,review_scores_accuracy,float64
022_Airbnbs,review_scores_cleanliness,float64
022_Airbnbs,review_scores_checkin,float64
022_Airbnbs,review_scores_communication,float64
022_Airbnbs,review_scores_location,float64
022_Airbnbs,review_scores_value,float64
022_Airbnbs,instant_bookable,category
038_Stroke,id,uint32
038_Stroke,gender,category
038_Stroke,age,float64
038_Stroke,hypertension,uint8
038_Stroke,heart_disease,uint8
038_Stroke,ever_married,category
038_Stroke,work_type,category
038_Stroke,Residence_type,category
038_Stroke,avg_glucose_level,float64
038_Stroke,bmi,float64
038_Stroke,smoking_status,category
038_Stroke,stroke,uint8
037_Ted,talk_id,uint16
037_Ted,title,object
037_Ted,speaker_1,category
037_Ted,all_speakers,object
037_Ted,occupations,category
037_Ted,about_speakers,object
037_Ted,views,uint32
037_Ted,recorded_date,"datetime64[us, UTC]"
037_Ted,published_date,"datetime64[us, UTC]"
037_Ted,event,category
037_Ted,native_lang,category
037_Ted,available_lang,object
037_Ted,comments,float64
037_Ted,duration,uint16
037_Ted,topics,object
037_Ted,related_talks,object
037_Ted,url,category
037_Ted,description,object
037_Ted,transcript,object
058_US,id,uint16
058_US,Weight,float64
058_US,NCHS Urban/rural,uint8
058_US,Division,category
058_US,Wave,category
058_US,Start time,"datetime64[us, UTC]"
058_US,County FIPS,uint16
058_US,How old are you?,category
058_US,Are you,category
058_US,Would you say you follow what's going on in government and public affairs,category
058_US,Are you registered to vote?,category
058_US,Are you registered to vote? Not open to vote,category
058_US,How likely are you to vote in the forthcoming US Presidential election? Early Voting Open,category
058_US,Headline vote share (intention and already voted combined),category
058_US,Who did you vote for?,category
058_US,Who are you most likely to vote for on election day?,category
058_US,Did you vote in the 2016 Presidential election? (Four years ago),category
058_US,Who did you vote for in the 2016 Presidential election? (Four years ago),category
058_US,Which of the following best describes your ethnic heritage?,category
058_US,What is the highest degree or level of school you have *completed* ?,category
058_US,Which of the following best describes your current employment status?,category
058_US,What was your yearly household income at the end of last year (before tax)?,category
058_US,"If you had to choose a candidate today, who would you vote for?",category
058_US,"Again, for statistical purposes only, what is your age?",category
058_US,State,category
058_US,Region,category
058_US,"To what extent do you agree or disagree that the election will be fair, and you will trust the result?",category
058_US,How confident are you in the security and effectiveness of mail-in ballots when voting for president?,category
058_US,"In the event of being declared the loser, should {answer:Candidate} accept or challenge the result?",category
058_US,"If you have any concerns about the US election, what are they? - Contracting Covid-19 at a polling station",category
058_US,"If you have any concerns about the US election, what are they? - Mail-in or in-person voter fraud",category
058_US,"If you have any concerns about the US election, what are they? - Polling place reduction and changes",category
058_US,"If you have any concerns about the US election, what are they? - Long wait times at polling place",category
058_US,"If you have any concerns about the US election, what are they? - Voter intimidation at polling place",category
058_US,"If you have any concerns about the US election, what are they? - Foreign interference/influence on the election",category
058_US,"If you have any concerns about the US election, what are they? - The losing candidate not accepting the result",category
058_US,"If you have any concerns about the US election, what are they? - Fake news/ disinformation",category
058_US,"If you have any concerns about the US election, what are they? - Other",category
058_US,"If you have any concerns about the US election, what are they? - I don’t have any specific concerns about the election",category
058_US,Which of these best describes the kind of work you do?,category
058_US,likelihood,float64
058_US,NCHS Urban/rural (long form),category
058_US,Local time,"datetime64[us, UTC]"
058_US,race_ethnicity_grouped,category
058_US,education_grouped_by_gender,category
058_US,weight_by_2016_vote,category
058_US,vote_choice,category
058_US,age_by_gender,category
058_US,region_x_gender,category
058_US,simple_2016_vote,category
058_US,likely_voter,category
058_US,likely_decided_voter,category
019_Aircraft,Incident_Date,category
019_Aircraft,Aircaft_Model,category
019_Aircraft,Aircaft_Registration,category
019_Aircraft,Aircaft_Operator,category
019_Aircraft,Aircaft_Nature,category
019_Aircraft,Incident_Category,category
019_Aircraft,Incident_Cause(es),category
019_Aircraft,Incident_Location,category
019_Aircraft,Aircaft_Damage_Type,category
019_Aircraft,Date,"datetime64[us, UTC]"
019_Aircraft,Time,category
019_Aircraft,Arit,category
019_Aircraft,Aircaft_Engines,category
019_Aircraft,Onboard_Crew,category
019_Aircraft,Onboard_Passengers,category
019_Aircraft,Onboard_Total,category
019_Aircraft,Fatalities,uint16
019_Aircraft,Aircaft_First_Flight,category
019_Aircraft,Aircraft_Phase,category
019_Aircraft,Departure_Airport,category
019_Aircraft,Destination_Airport,category
019_Aircraft,Ground_Casualties,category
019_Aircraft,Collision_Casualties,category
046_120,ID,uint32
046_120,Name,category
046_120,Sex,category
046_120,Age,float64
046_120,Height,float64
046_120,Weight,float64
046_120,Team,category
046_120,NOC,category
046_120,Games,category
046_120,Year,uint16
046_120,Season,category
046_120,City,category
046_120,Sport,category
046_120,Event,category
046_120,Medal,category
053_Patents,num_claims,uint8
053_Patents,organization,category
053_Patents,kind,category
053_Patents,type,category
053_Patents,graphext_cluster,category
053_Patents,date,"datetime64[us, UTC]"
053_Patents,abstract,object
053_Patents,title,object
053_Patents,lang,category
053_Patents,abstract_gx_ADJ,object
053_Patents,grp_title,object
053_Patents,abstract_gx_products,object
053_Patents,abstract_gx_organizations,object
053_Patents,abstract_gx_NOUN,object
053_Patents,abstract_gx_ngrams,object
053_Patents,id,float64
053_Patents,target,object
053_Patents,weight,object
053_Patents,x,float64
053_Patents,y,float64
035_Billboard,Rank,uint8
035_Billboard,Song,category
035_Billboard,Artist,category
035_Billboard,Year,uint16
035_Billboard,Lyrics,object
035_Billboard,Source,float64
049_Boris,id<gx:category>,int64
049_Boris,author_id<gx:category>,uint32
049_Boris,author_name<gx:category>,category
049_Boris,author_handler<gx:category>,category
049_Boris,author_avatar<gx:url>,category
049_Boris,user_created_at<gx:date>,"datetime64[us, UTC]"
049_Boris,user_description<gx:text>,category
049_Boris,user_favourites_count<gx:number>,uint16
049_Boris,user_followers_count<gx:number>,uint32
049_Boris,user_following_count<gx:number>,uint16
049_Boris,user_listed_count<gx:number>,uint16
049_Boris,user_tweets_count<gx:number>,uint16
049_Boris,user_verified<gx:boolean>,bool
049_Boris,user_location<gx:text>,category
049_Boris,lang<gx:category>,category
049_Boris,type<gx:category>,category
049_Boris,text<gx:text>,object
049_Boris,date<gx:date>,"datetime64[us, UTC]"
049_Boris,mention_ids<gx:list[category]>,object
049_Boris,mention_names<gx:list[category]>,object
049_Boris,retweets<gx:number>,uint32
049_Boris,favorites<gx:number>,uint32
049_Boris,replies<gx:number>,uint16
049_Boris,quotes<gx:number>,uint16
049_Boris,links<gx:list[url]>,object
049_Boris,links_first<gx:url>,category
049_Boris,image_links<gx:list[url]>,object
049_Boris,image_links_first<gx:url>,category
049_Boris,rp_user_id<gx:category>,category
049_Boris,rp_user_name<gx:category>,category
049_Boris,location<gx:text>,category
049_Boris,tweet_link<gx:url>,category
049_Boris,source<gx:text>,category
049_Boris,search<gx:category>,category
020_Real,Id,category
020_Real,Referencia,category
020_Real,Precio,uint32
020_Real,Tipo,category
020_Real,Anunciante,category
020_Real,Actualización,"datetime64[us, UTC]"
020_Real,Duración,uint16
020_Real,Superficie,uint16
020_Real,Superficie útil,uint16
020_Real,Superficie solar,uint32
020_Real,Habitaciones,uint8
020_Real,Baños,uint8
020_Real,Planta,int8
020_Real,Antigüedad,uint8
020_Real,Clasificación,uint8
020_Real,Calle,category
020_Real,Barrio,category
020_Real,Distrito,category
020_Real,Localidad,category
020_Real,Código postal,float64
020_Real,Latitud,float64
020_Real,Longitud,float64
020_Real,Nuevo,uint8
020_Real,Reformado,uint8
020_Real,Conservado,uint8
020_Real,Exterior,uint8
020_Real,Orientación sur,uint8
020_Real,Soleado,uint8
020_Real,Amueblado,uint8
020_Real,Negociar muebles,uint8
020_Real,Cocina equipada,uint8
020_Real,Cocina independiente,uint8
020_Real,Armarios empotrados,uint8
020_Real,Garaje,uint8
020_Real,Terraza,uint8
020_Real,Ascensor,uint8
020_Real,Aire acondicionado,uint8
020_Real,Trastero,uint8
020_Real,Puerta blindada,uint8
020_Real,Piscina,uint8
020_Real,Jardín,uint8
020_Real,Comedor,uint8
020_Real,Balcón,uint8
020_Real,Lavadero,uint8
020_Real,Chimenea,uint8
020_Real,Portero automático,uint8
020_Real,Sistema de seguridad,uint8
020_Real,Calefacción central,uint8
020_Real,Calefacción eléctrica,uint8
020_Real,Gas natural,uint8
020_Real,Gasoil,uint8
020_Real,Aluminio,uint8
020_Real,PVC,uint8
020_Real,Climalit,uint8
020_Real,Madera,uint8
020_Real,Parquet,uint8
020_Real,Gres,uint8
020_Real,Tarima,uint8
020_Real,Mármol,uint8
008_Tornados,yr,uint16
008_Tornados,mo,uint8
008_Tornados,dy,uint8
008_Tornados,date,"datetime64[us, UTC]"
008_Tornados,st,category
008_Tornados,mag,int8
008_Tornados,inj,uint16
008_Tornados,fat,uint8
008_Tornados,slat,float64
008_Tornados,slon,float64
008_Tornados,elat,float64
008_Tornados,elon,float64
008_Tornados,len,float64
008_Tornados,wid,uint16
010_ECommerce,Clothing ID,uint16
010_ECommerce,Age,uint8
010_ECommerce,Title,category
010_ECommerce,Review Text,object
010_ECommerce,Rating,uint8
010_ECommerce,Recommended IND,uint8
010_ECommerce,Positive Feedback Count,uint8
010_ECommerce,Division Name,category
010_ECommerce,Department Name,category
010_ECommerce,Class Name,category
021_Telco,customerID,category
021_Telco,gender,category
021_Telco,SeniorCitizen,uint8
021_Telco,Partner,category
021_Telco,Dependents,category
021_Telco,tenure,uint8
021_Telco,PhoneService,category
021_Telco,MultipleLines,category
021_Telco,InternetService,category
021_Telco,OnlineSecurity,category
021_Telco,OnlineBackup,category
021_Telco,DeviceProtection,category
021_Telco,TechSupport,category
021_Telco,StreamingTV,category
021_Telco,StreamingMovies,category
021_Telco,Contract,category
021_Telco,PaperlessBilling,category
021_Telco,PaymentMethod,category
021_Telco,MonthlyCharges,float64
021_Telco,TotalCharges,float64
021_Telco,Churn,category
026_Predicting,fixed acidity,float64
026_Predicting,volatile acidity,float64
026_Predicting,citric acid,float64
026_Predicting,residual sugar,float64
026_Predicting,chlorides,float64
026_Predicting,free sulfur dioxide,float64
026_Predicting,total sulfur dioxide,float64
026_Predicting,density,float64
026_Predicting,pH,float64
026_Predicting,sulphates,float64
026_Predicting,alcohol,float64
026_Predicting,quality,uint8
002_Titanic,Survived,bool
002_Titanic,Pclass,uint8
002_Titanic,Name,object
002_Titanic,Sex,category
002_Titanic,Age,float64
002_Titanic,Siblings_Spouses Aboard,uint8
002_Titanic,Parents_Children Aboard,uint8
002_Titanic,Fare,float64
007_Fifa,ID<gx:number>,uint32
007_Fifa,Name<gx:text>,category
007_Fifa,Age<gx:number>,uint8
007_Fifa,Photo<gx:url>,category
007_Fifa,Nationality<gx:category>,category
007_Fifa,Overall<gx:number>,uint8
007_Fifa,Potential<gx:number>,uint8
007_Fifa,Club<gx:category>,category
007_Fifa,Value_€<gx:currency>,uint32
007_Fifa,Wage_€<gx:currency>,uint32
007_Fifa,Preferred Foot<gx:category>,category
007_Fifa,International Reputation<gx:number>,uint8
007_Fifa,Weak Foot<gx:number>,uint8
007_Fifa,Skill Moves<gx:number>,uint8
007_Fifa,Work Rate<gx:category>,category
007_Fifa,Position<gx:category>,category
007_Fifa,Joined<gx:date>,category
007_Fifa,Contract Valid Until<gx:date>,category
007_Fifa,Height_ft<gx:number>,float64
007_Fifa,Weight_lbs<gx:number>,uint8
007_Fifa,Crossing<gx:number>,uint8
007_Fifa,Finishing<gx:number>,uint8
007_Fifa,HeadingAccuracy<gx:number>,uint8
007_Fifa,ShortPassing<gx:number>,uint8
007_Fifa,Volleys<gx:number>,uint8
007_Fifa,Dribbling<gx:number>,uint8
007_Fifa,Curve<gx:number>,uint8
007_Fifa,FKAccuracy<gx:number>,uint8
007_Fifa,LongPassing<gx:number>,uint8
007_Fifa,BallControl<gx:number>,uint8
007_Fifa,Acceleration<gx:number>,uint8
007_Fifa,SprintSpeed<gx:number>,uint8
007_Fifa,Agility<gx:number>,uint8
007_Fifa,Reactions<gx:number>,uint8
007_Fifa,Balance<gx:number>,uint8
007_Fifa,ShotPower<gx:number>,uint8
007_Fifa,Jumping<gx:number>,uint8
007_Fifa,Stamina<gx:number>,uint8
007_Fifa,Strength<gx:number>,uint8
007_Fifa,LongShots<gx:number>,uint8
007_Fifa,Aggression<gx:number>,uint8
007_Fifa,Interceptions<gx:number>,uint8
007_Fifa,Positioning<gx:number>,uint8
007_Fifa,Vision<gx:number>,uint8
007_Fifa,Penalties<gx:number>,uint8
007_Fifa,Composure<gx:number>,uint8
007_Fifa,Marking<gx:number>,category
007_Fifa,StandingTackle<gx:number>,uint8
007_Fifa,SlidingTackle<gx:number>,uint8
007_Fifa,GKDiving<gx:number>,uint8
007_Fifa,GKHandling<gx:number>,uint8
007_Fifa,GKKicking<gx:number>,uint8
007_Fifa,GKPositioning<gx:number>,uint8
007_Fifa,GKReflexes<gx:number>,uint8
007_Fifa,Best Position<gx:category>,category
007_Fifa,Best Overall Rating<gx:number>,uint8
007_Fifa,DefensiveAwareness<gx:number>,uint8
007_Fifa,General Postion<gx:category>,category
007_Fifa,Legend,bool
