question,dataset_id,columns,query
What type of room is the most expensive property?,014_Airbnb,"id; int64, listing_url; category, scrape_id; int64, last_scraped; datetime64[us, UTC], source; category, name; object, description; object, neighborhood_overview; object, picture_url; category, host_id; uint32, host_url; category, host_name; category, host_since; datetime64[us, UTC], host_location; category, host_about; object, host_response_time; category, host_response_rate; category, host_acceptance_rate; category, host_is_superhost; category, host_thumbnail_url; category, host_picture_url; category, host_neighbourhood; category, host_listings_count; float64, host_total_listings_count; float64, host_verifications; object, host_has_profile_pic; category, host_identity_verified; category, neighbourhood; category, neighbourhood_cleansed; category, neighbourhood_group_cleansed; category, latitude; float64, longitude; float64, property_type; category, room_type; category, accommodates; uint8, bathrooms; category, bathrooms_text; category, bedrooms; float64, beds; float64, amenities; object, price; category, minimum_nights; uint16, maximum_nights; uint32, minimum_minimum_nights; float64, maximum_minimum_nights; float64, minimum_maximum_nights; float64, maximum_maximum_nights; float64, minimum_nights_avg_ntm; float64, maximum_nights_avg_ntm; float64, calendar_updated; category, has_availability; category, availability_30; uint8, availability_60; uint8, availability_90; uint8, availability_365; uint16, calendar_last_scraped; datetime64[us, UTC], number_of_reviews; uint16, number_of_reviews_ltm; uint16, number_of_reviews_l30d; uint8, first_review; datetime64[us, UTC], last_review; datetime64[us, UTC], review_scores_rating; float64, review_scores_accuracy; float64, review_scores_cleanliness; float64, review_scores_checkin; float64, review_scores_communication; float64, review_scores_location; float64, review_scores_value; float64, license; category, instant_bookable; category, calculated_host_listings_count; uint8, calculated_host_listings_count_entire_homes; uint8, calculated_host_listings_count_private_rooms; uint8, calculated_host_listings_count_shared_rooms; uint8, reviews_per_month; float64",Error: could not convert string to float: '$90.00'
What is the acceptance rate of the host of the property that can accommodate the most number of guests?,014_Airbnb,"id; int64, listing_url; category, scrape_id; int64, last_scraped; datetime64[us, UTC], source; category, name; object, description; object, neighborhood_overview; object, picture_url; category, host_id; uint32, host_url; category, host_name; category, host_since; datetime64[us, UTC], host_location; category, host_about; object, host_response_time; category, host_response_rate; category, host_acceptance_rate; category, host_is_superhost; category, host_thumbnail_url; category, host_picture_url; category, host_neighbourhood; category, host_listings_count; float64, host_total_listings_count; float64, host_verifications; object, host_has_profile_pic; category, host_identity_verified; category, neighbourhood; category, neighbourhood_cleansed; category, neighbourhood_group_cleansed; category, latitude; float64, longitude; float64, property_type; category, room_type; category, accommodates; uint8, bathrooms; category, bathrooms_text; category, bedrooms; float64, beds; float64, amenities; object, price; category, minimum_nights; uint16, maximum_nights; uint32, minimum_minimum_nights; float64, maximum_minimum_nights; float64, minimum_maximum_nights; float64, maximum_maximum_nights; float64, minimum_nights_avg_ntm; float64, maximum_nights_avg_ntm; float64, calendar_updated; category, has_availability; category, availability_30; uint8, availability_60; uint8, availability_90; uint8, availability_365; uint16, calendar_last_scraped; datetime64[us, UTC], number_of_reviews; uint16, number_of_reviews_ltm; uint16, number_of_reviews_l30d; uint8, first_review; datetime64[us, UTC], last_review; datetime64[us, UTC], review_scores_rating; float64, review_scores_accuracy; float64, review_scores_cleanliness; float64, review_scores_checkin; float64, review_scores_communication; float64, review_scores_location; float64, review_scores_value; float64, license; category, instant_bookable; category, calculated_host_listings_count; uint8, calculated_host_listings_count_entire_homes; uint8, calculated_host_listings_count_private_rooms; uint8, calculated_host_listings_count_shared_rooms; uint8, reviews_per_month; float64",FALSE
Which are the 2 lowest values of host response rates above 0% ?,014_Airbnb,"id; int64, listing_url; category, scrape_id; int64, last_scraped; datetime64[us, UTC], source; category, name; object, description; object, neighborhood_overview; object, picture_url; category, host_id; uint32, host_url; category, host_name; category, host_since; datetime64[us, UTC], host_location; category, host_about; object, host_response_time; category, host_response_rate; category, host_acceptance_rate; category, host_is_superhost; category, host_thumbnail_url; category, host_picture_url; category, host_neighbourhood; category, host_listings_count; float64, host_total_listings_count; float64, host_verifications; object, host_has_profile_pic; category, host_identity_verified; category, neighbourhood; category, neighbourhood_cleansed; category, neighbourhood_group_cleansed; category, latitude; float64, longitude; float64, property_type; category, room_type; category, accommodates; uint8, bathrooms; category, bathrooms_text; category, bedrooms; float64, beds; float64, amenities; object, price; category, minimum_nights; uint16, maximum_nights; uint32, minimum_minimum_nights; float64, maximum_minimum_nights; float64, minimum_maximum_nights; float64, maximum_maximum_nights; float64, minimum_nights_avg_ntm; float64, maximum_nights_avg_ntm; float64, calendar_updated; category, has_availability; category, availability_30; uint8, availability_60; uint8, availability_90; uint8, availability_365; uint16, calendar_last_scraped; datetime64[us, UTC], number_of_reviews; uint16, number_of_reviews_ltm; uint16, number_of_reviews_l30d; uint8, first_review; datetime64[us, UTC], last_review; datetime64[us, UTC], review_scores_rating; float64, review_scores_accuracy; float64, review_scores_cleanliness; float64, review_scores_checkin; float64, review_scores_communication; float64, review_scores_location; float64, review_scores_value; float64, license; category, instant_bookable; category, calculated_host_listings_count; uint8, calculated_host_listings_count_entire_homes; uint8, calculated_host_listings_count_private_rooms; uint8, calculated_host_listings_count_shared_rooms; uint8, reviews_per_month; float64",Error: Cannot use method 'nsmallest' with dtype object
Which are the 2 lowest values of host response rates?,014_Airbnb,"id; int64, listing_url; category, scrape_id; int64, last_scraped; datetime64[us, UTC], source; category, name; object, description; object, neighborhood_overview; object, picture_url; category, host_id; uint32, host_url; category, host_name; category, host_since; datetime64[us, UTC], host_location; category, host_about; object, host_response_time; category, host_response_rate; category, host_acceptance_rate; category, host_is_superhost; category, host_thumbnail_url; category, host_picture_url; category, host_neighbourhood; category, host_listings_count; float64, host_total_listings_count; float64, host_verifications; object, host_has_profile_pic; category, host_identity_verified; category, neighbourhood; category, neighbourhood_cleansed; category, neighbourhood_group_cleansed; category, latitude; float64, longitude; float64, property_type; category, room_type; category, accommodates; uint8, bathrooms; category, bathrooms_text; category, bedrooms; float64, beds; float64, amenities; object, price; category, minimum_nights; uint16, maximum_nights; uint32, minimum_minimum_nights; float64, maximum_minimum_nights; float64, minimum_maximum_nights; float64, maximum_maximum_nights; float64, minimum_nights_avg_ntm; float64, maximum_nights_avg_ntm; float64, calendar_updated; category, has_availability; category, availability_30; uint8, availability_60; uint8, availability_90; uint8, availability_365; uint16, calendar_last_scraped; datetime64[us, UTC], number_of_reviews; uint16, number_of_reviews_ltm; uint16, number_of_reviews_l30d; uint8, first_review; datetime64[us, UTC], last_review; datetime64[us, UTC], review_scores_rating; float64, review_scores_accuracy; float64, review_scores_cleanliness; float64, review_scores_checkin; float64, review_scores_communication; float64, review_scores_location; float64, review_scores_value; float64, license; category, instant_bookable; category, calculated_host_listings_count; uint8, calculated_host_listings_count_entire_homes; uint8, calculated_host_listings_count_private_rooms; uint8, calculated_host_listings_count_shared_rooms; uint8, reviews_per_month; float64","Error: Column 'host_response_rate' has dtype object, cannot use method 'nsmallest' with this dtype"
What are the 4 highest values of host acceptance rates?,014_Airbnb,"id; int64, listing_url; category, scrape_id; int64, last_scraped; datetime64[us, UTC], source; category, name; object, description; object, neighborhood_overview; object, picture_url; category, host_id; uint32, host_url; category, host_name; category, host_since; datetime64[us, UTC], host_location; category, host_about; object, host_response_time; category, host_response_rate; category, host_acceptance_rate; category, host_is_superhost; category, host_thumbnail_url; category, host_picture_url; category, host_neighbourhood; category, host_listings_count; float64, host_total_listings_count; float64, host_verifications; object, host_has_profile_pic; category, host_identity_verified; category, neighbourhood; category, neighbourhood_cleansed; category, neighbourhood_group_cleansed; category, latitude; float64, longitude; float64, property_type; category, room_type; category, accommodates; uint8, bathrooms; category, bathrooms_text; category, bedrooms; float64, beds; float64, amenities; object, price; category, minimum_nights; uint16, maximum_nights; uint32, minimum_minimum_nights; float64, maximum_minimum_nights; float64, minimum_maximum_nights; float64, maximum_maximum_nights; float64, minimum_nights_avg_ntm; float64, maximum_nights_avg_ntm; float64, calendar_updated; category, has_availability; category, availability_30; uint8, availability_60; uint8, availability_90; uint8, availability_365; uint16, calendar_last_scraped; datetime64[us, UTC], number_of_reviews; uint16, number_of_reviews_ltm; uint16, number_of_reviews_l30d; uint8, first_review; datetime64[us, UTC], last_review; datetime64[us, UTC], review_scores_rating; float64, review_scores_accuracy; float64, review_scores_cleanliness; float64, review_scores_checkin; float64, review_scores_communication; float64, review_scores_location; float64, review_scores_value; float64, license; category, instant_bookable; category, calculated_host_listings_count; uint8, calculated_host_listings_count_entire_homes; uint8, calculated_host_listings_count_private_rooms; uint8, calculated_host_listings_count_shared_rooms; uint8, reviews_per_month; float64",Error: Cannot use method 'nlargest' with dtype object
Were there any employees hired in 2019?,018_Staff,"Left; category, Satisfaction Level; float64, Work Accident; category, Average Monthly Hours; uint16, Last Evaluation; float64, Years in the Company; uint8, salary; category, Department; category, Number of Projects; uint8, Promoted in the last 5 years?; category, Date Hired; datetime64[us, UTC]",Error: Can only use .dt accessor with datetimelike values
Which year had the highest number of employees hired?,018_Staff,"Left; category, Satisfaction Level; float64, Work Accident; category, Average Monthly Hours; uint16, Last Evaluation; float64, Years in the Company; uint8, salary; category, Department; category, Number of Projects; uint8, Promoted in the last 5 years?; category, Date Hired; datetime64[us, UTC]",Error: Can only use .dt accessor with datetimelike values
List the 3 departments with the most number of promotions in the last 5 years that have at least one promotion. ,018_Staff,"Left; category, Satisfaction Level; float64, Work Accident; category, Average Monthly Hours; uint16, Last Evaluation; float64, Years in the Company; uint8, salary; category, Department; category, Number of Projects; uint8, Promoted in the last 5 years?; category, Date Hired; datetime64[us, UTC]",FALSE
Identify the top 3 years with the highest employee hiring.,018_Staff,"Left; category, Satisfaction Level; float64, Work Accident; category, Average Monthly Hours; uint16, Last Evaluation; float64, Years in the Company; uint8, salary; category, Department; category, Number of Projects; uint8, Promoted in the last 5 years?; category, Date Hired; datetime64[us, UTC]",Error: Can only use .dt accessor with datetimelike values
List the bottom 5 average monthly hours among employees who were promoted in the last 5 years.,018_Staff,"Left; category, Satisfaction Level; float64, Work Accident; category, Average Monthly Hours; uint16, Last Evaluation; float64, Years in the Company; uint8, salary; category, Department; category, Number of Projects; uint8, Promoted in the last 5 years?; category, Date Hired; datetime64[us, UTC]",FALSE
Did any incident result in the total destruction of the aircraft?,019_Aircraft,"Incident_Date; category, Aircaft_Model; category, Aircaft_Registration; category, Aircaft_Operator; category, Aircaft_Nature; category, Incident_Category; category, Incident_Cause(es); category, Incident_Location; category, Aircaft_Damage_Type; category, Date; datetime64[us, UTC], Time; category, Arit; category, Aircaft_Engines; category, Onboard_Crew; category, Onboard_Passengers; category, Onboard_Total; category, Fatalities; uint16, Aircaft_First_Flight; category, Aircraft_Phase; category, Departure_Airport; category, Destination_Airport; category, Ground_Casualties; category, Collision_Casualties; category",FALSE
Has there been any instance where the ground casualties were non-zero?,019_Aircraft,"Incident_Date; category, Aircaft_Model; category, Aircaft_Registration; category, Aircaft_Operator; category, Aircaft_Nature; category, Incident_Category; category, Incident_Cause(es); category, Incident_Location; category, Aircaft_Damage_Type; category, Date; datetime64[us, UTC], Time; category, Arit; category, Aircaft_Engines; category, Onboard_Crew; category, Onboard_Passengers; category, Onboard_Total; category, Fatalities; uint16, Aircaft_First_Flight; category, Aircraft_Phase; category, Departure_Airport; category, Destination_Airport; category, Ground_Casualties; category, Collision_Casualties; category",Error: cannot convert float NaN to integer
What's the highest number of occupants recorded in an incident?,019_Aircraft,"Incident_Date; category, Aircaft_Model; category, Aircaft_Registration; category, Aircaft_Operator; category, Aircaft_Nature; category, Incident_Category; category, Incident_Cause(es); category, Incident_Location; category, Aircaft_Damage_Type; category, Date; datetime64[us, UTC], Time; category, Arit; category, Aircaft_Engines; category, Onboard_Crew; category, Onboard_Passengers; category, Onboard_Total; category, Fatalities; uint16, Aircaft_First_Flight; category, Aircraft_Phase; category, Departure_Airport; category, Destination_Airport; category, Ground_Casualties; category, Collision_Casualties; category",Error: could not convert string to float: 'Fatalities: 0 / Occupants: 7'
How many incidents occurred in January 2022?,019_Aircraft,"Incident_Date; category, Aircaft_Model; category, Aircaft_Registration; category, Aircaft_Operator; category, Aircaft_Nature; category, Incident_Category; category, Incident_Cause(es); category, Incident_Location; category, Aircaft_Damage_Type; category, Date; datetime64[us, UTC], Time; category, Arit; category, Aircaft_Engines; category, Onboard_Crew; category, Onboard_Passengers; category, Onboard_Total; category, Fatalities; uint16, Aircaft_First_Flight; category, Aircraft_Phase; category, Departure_Airport; category, Destination_Airport; category, Ground_Casualties; category, Collision_Casualties; category",Error: Can only use .dt accessor with datetimelike values
How many incidents resulted in non-zero fatalities?,019_Aircraft,"Incident_Date; category, Aircaft_Model; category, Aircaft_Registration; category, Aircaft_Operator; category, Aircaft_Nature; category, Incident_Category; category, Incident_Cause(es); category, Incident_Location; category, Aircaft_Damage_Type; category, Date; datetime64[us, UTC], Time; category, Arit; category, Aircaft_Engines; category, Onboard_Crew; category, Onboard_Passengers; category, Onboard_Total; category, Fatalities; uint16, Aircaft_First_Flight; category, Aircraft_Phase; category, Departure_Airport; category, Destination_Airport; category, Ground_Casualties; category, Collision_Casualties; category",FALSE
What was the cause of the incident that resulted in the most fatalities?,019_Aircraft,"Incident_Date; category, Aircaft_Model; category, Aircaft_Registration; category, Aircaft_Operator; category, Aircaft_Nature; category, Incident_Category; category, Incident_Cause(es); category, Incident_Location; category, Aircaft_Damage_Type; category, Date; datetime64[us, UTC], Time; category, Arit; category, Aircaft_Engines; category, Onboard_Crew; category, Onboard_Passengers; category, Onboard_Total; category, Fatalities; uint16, Aircaft_First_Flight; category, Aircraft_Phase; category, Departure_Airport; category, Destination_Airport; category, Ground_Casualties; category, Collision_Casualties; category",FALSE
What is the location of the incident with the highest number of onboard occupants?,019_Aircraft,"Incident_Date; category, Aircaft_Model; category, Aircaft_Registration; category, Aircaft_Operator; category, Aircaft_Nature; category, Incident_Category; category, Incident_Cause(es); category, Incident_Location; category, Aircaft_Damage_Type; category, Date; datetime64[us, UTC], Time; category, Arit; category, Aircaft_Engines; category, Onboard_Crew; category, Onboard_Passengers; category, Onboard_Total; category, Fatalities; uint16, Aircaft_First_Flight; category, Aircraft_Phase; category, Departure_Airport; category, Destination_Airport; category, Ground_Casualties; category, Collision_Casualties; category",Error: invalid literal for int() with base 10: 'Fatalities: 0 / Occupants: 7'
List the top 5 locations where the most incidents have occurred. If there are two or more with the same number order them alphabetically,019_Aircraft,"Incident_Date; category, Aircaft_Model; category, Aircaft_Registration; category, Aircaft_Operator; category, Aircaft_Nature; category, Incident_Category; category, Incident_Cause(es); category, Incident_Location; category, Aircaft_Damage_Type; category, Date; datetime64[us, UTC], Time; category, Arit; category, Aircaft_Engines; category, Onboard_Crew; category, Onboard_Passengers; category, Onboard_Total; category, Fatalities; uint16, Aircaft_First_Flight; category, Aircraft_Phase; category, Departure_Airport; category, Destination_Airport; category, Ground_Casualties; category, Collision_Casualties; category",FALSE
What are the 5 highest numbers of onboard passengers in incidents?,019_Aircraft,"Incident_Date; category, Aircaft_Model; category, Aircaft_Registration; category, Aircaft_Operator; category, Aircaft_Nature; category, Incident_Category; category, Incident_Cause(es); category, Incident_Location; category, Aircaft_Damage_Type; category, Date; datetime64[us, UTC], Time; category, Arit; category, Aircaft_Engines; category, Onboard_Crew; category, Onboard_Passengers; category, Onboard_Total; category, Fatalities; uint16, Aircaft_First_Flight; category, Aircraft_Phase; category, Departure_Airport; category, Destination_Airport; category, Ground_Casualties; category, Collision_Casualties; category",Error: Cannot use method 'nlargest' with dtype object
List the 3 highest numbers of onboard crew in incidents.,019_Aircraft,"Incident_Date; category, Aircaft_Model; category, Aircaft_Registration; category, Aircaft_Operator; category, Aircaft_Nature; category, Incident_Category; category, Incident_Cause(es); category, Incident_Location; category, Aircaft_Damage_Type; category, Date; datetime64[us, UTC], Time; category, Arit; category, Aircaft_Engines; category, Onboard_Crew; category, Onboard_Passengers; category, Onboard_Total; category, Fatalities; uint16, Aircaft_First_Flight; category, Aircraft_Phase; category, Departure_Airport; category, Destination_Airport; category, Ground_Casualties; category, Collision_Casualties; category",Error: Cannot use method 'nlargest' with dtype object
Identify the 4 highest numbers of total onboard occupants in incidents.,019_Aircraft,"Incident_Date; category, Aircaft_Model; category, Aircaft_Registration; category, Aircaft_Operator; category, Aircaft_Nature; category, Incident_Category; category, Incident_Cause(es); category, Incident_Location; category, Aircaft_Damage_Type; category, Date; datetime64[us, UTC], Time; category, Arit; category, Aircaft_Engines; category, Onboard_Crew; category, Onboard_Passengers; category, Onboard_Total; category, Fatalities; uint16, Aircaft_First_Flight; category, Aircraft_Phase; category, Departure_Airport; category, Destination_Airport; category, Ground_Casualties; category, Collision_Casualties; category",Error: Cannot use method 'nlargest' with dtype object
What are the 6 highest numbers of ground casualties in incidents?,019_Aircraft,"Incident_Date; category, Aircaft_Model; category, Aircaft_Registration; category, Aircaft_Operator; category, Aircaft_Nature; category, Incident_Category; category, Incident_Cause(es); category, Incident_Location; category, Aircaft_Damage_Type; category, Date; datetime64[us, UTC], Time; category, Arit; category, Aircaft_Engines; category, Onboard_Crew; category, Onboard_Passengers; category, Onboard_Total; category, Fatalities; uint16, Aircaft_First_Flight; category, Aircraft_Phase; category, Departure_Airport; category, Destination_Airport; category, Ground_Casualties; category, Collision_Casualties; category",Error: Cannot use method 'nlargest' with dtype object
Do all customers have phone service?,021_Telco,"customerID; category, gender; category, SeniorCitizen; uint8, Partner; category, Dependents; category, tenure; uint8, PhoneService; category, MultipleLines; category, InternetService; category, OnlineSecurity; category, OnlineBackup; category, DeviceProtection; category, TechSupport; category, StreamingTV; category, StreamingMovies; category, Contract; category, PaperlessBilling; category, PaymentMethod; category, MonthlyCharges; float64, TotalCharges; float64, Churn; category",FALSE
List the 4 most common property types.,022_Airbnbs,"listing_id; uint32, name; object, host_id; uint32, host_since; datetime64[us, UTC], host_location; category, host_response_time; category, host_response_rate; float64, host_acceptance_rate; float64, host_is_superhost; category, host_total_listings_count; float64, host_has_profile_pic; category, host_identity_verified; category, neighbourhood; category, district; category, city; category, latitude; float64, longitude; float64, property_type; category, room_type; category, accommodates; uint8, bedrooms; float64, amenities; object, price; uint16, minimum_nights; uint16, maximum_nights; uint32, review_scores_rating; float64, review_scores_accuracy; float64, review_scores_cleanliness; float64, review_scores_checkin; float64, review_scores_communication; float64, review_scores_location; float64, review_scores_value; float64, instant_bookable; category",FALSE
Were there days in the summer where the minimum temperature dropped below 10?,023_Climate,"fecha; datetime64[us, UTC], season; category, month_name; category, tmin; float64, tmax; float64, sol; float64, presMax; float64, presMin; float64, prec; float64, velmedia; float64, racha; float64, dir; float64, tmed; float64, horatmax; datetime64[us, UTC], horatmin; datetime64[us, UTC], horaPresMax; float64, horaPresMin; float64, horaracha; datetime64[us, UTC], weekday_name; category, dayofyear; uint16, quarter; uint8, year; uint16, altitud; uint16, nombre; category, provincia; category, indicativo; uint16",FALSE
"On average, what's the minimum temperature during winters?",023_Climate,"fecha; datetime64[us, UTC], season; category, month_name; category, tmin; float64, tmax; float64, sol; float64, presMax; float64, presMin; float64, prec; float64, velmedia; float64, racha; float64, dir; float64, tmed; float64, horatmax; datetime64[us, UTC], horatmin; datetime64[us, UTC], horaPresMax; float64, horaPresMin; float64, horaracha; datetime64[us, UTC], weekday_name; category, dayofyear; uint16, quarter; uint8, year; uint16, altitud; uint16, nombre; category, provincia; category, indicativo; uint16",FALSE
Are there any female respondents who belong to the ESTE NUTS1 region?,024_Salary,"clusters_2; category, RETRINOIN_xRZI; float64, CNO1; category, CNACE; category, ESTU; category, SEXO; category, ANOS2; category, NUTS1; category, ESTRATO2; category, CONTROL; category, MERCADO; category, REGULACION; category, TIPOPAIS; category, RESPONSA; category, ANOANTI; uint8, TIPOJOR; category, TIPOCON; category, RETRINOIN; float64, RETRINOIN_WwQk; float64, Quantiles_target; category, _gx_link_targets_; object, _gx_link_weights_; object, umap_cluster; category, x; float64, y; float64, RETRINOIN_ac1q; float64, RETRINOIN_QSbS; float64, RETRINOIN_stfU; float64, RETRINOIN_RxV1; float64",FALSE
"On average, what's the RETRINOIN value for male respondents?",024_Salary,"clusters_2; category, RETRINOIN_xRZI; float64, CNO1; category, CNACE; category, ESTU; category, SEXO; category, ANOS2; category, NUTS1; category, ESTRATO2; category, CONTROL; category, MERCADO; category, REGULACION; category, TIPOPAIS; category, RESPONSA; category, ANOANTI; uint8, TIPOJOR; category, TIPOCON; category, RETRINOIN; float64, RETRINOIN_WwQk; float64, Quantiles_target; category, _gx_link_targets_; object, _gx_link_weights_; object, umap_cluster; category, x; float64, y; float64, RETRINOIN_ac1q; float64, RETRINOIN_QSbS; float64, RETRINOIN_stfU; float64, RETRINOIN_RxV1; float64",FALSE
What is the lowest ranking value in the dataset?,025_Data,"URLs; category, Ranking; uint8, Keyword; category, Avg. monthly searches; uint8, Competition; category",FALSE
What are the top 3 URLs with the highest average monthly searches?,025_Data,"URLs; category, Ranking; uint8, Keyword; category, Avg. monthly searches; uint8, Competition; category",FALSE
List the bottom 2 competition levels of URLs with ranking better than 5.,025_Data,"URLs; category, Ranking; uint8, Keyword; category, Avg. monthly searches; uint8, Competition; category",Error: Cannot use method 'nsmallest' with dtype object
Which are the top 4 keywords associated with the URLs of lowest rankings?,025_Data,"URLs; category, Ranking; uint8, Keyword; category, Avg. monthly searches; uint8, Competition; category",FALSE
Enumerate the bottom 3 URLs with the highest rankings.,025_Data,"URLs; category, Ranking; uint8, Keyword; category, Avg. monthly searches; uint8, Competition; category",FALSE
What are the lowest 4 rankings associated with the keyword 'no code data science'?,025_Data,"URLs; category, Ranking; uint8, Keyword; category, Avg. monthly searches; uint8, Competition; category",FALSE
List the bottom 3 average monthly searches for URLs with medium competition.,025_Data,"URLs; category, Ranking; uint8, Keyword; category, Avg. monthly searches; uint8, Competition; category",FALSE
Provide the lowest 5 rankings of URLs with low competition (if any).,025_Data,"URLs; category, Ranking; uint8, Keyword; category, Avg. monthly searches; uint8, Competition; category",FALSE
Are there any individuals in the dataset who are above 60 years of age?,028_Predict,"Pregnancies; uint8, Glucose; uint8, BloodPressure; uint8, SkinThickness; uint8, Insulin; uint16, BMI; float64, DiabetesPedigreeFunction; float64, Age; uint8, Outcome; uint8",FALSE
Does anyone have a Diabetes Pedigree Function score above 2.5?,028_Predict,"Pregnancies; uint8, Glucose; uint8, BloodPressure; uint8, SkinThickness; uint8, Insulin; uint16, BMI; float64, DiabetesPedigreeFunction; float64, Age; uint8, Outcome; uint8",FALSE
How many individuals have an insulin level above 150?,028_Predict,"Pregnancies; uint8, Glucose; uint8, BloodPressure; uint8, SkinThickness; uint8, Insulin; uint16, BMI; float64, DiabetesPedigreeFunction; float64, Age; uint8, Outcome; uint8",FALSE
List the diabetes outcomes of the bottom 2 individuals with the lowest BMI.,028_Predict,"Pregnancies; uint8, Glucose; uint8, BloodPressure; uint8, SkinThickness; uint8, Insulin; uint16, BMI; float64, DiabetesPedigreeFunction; float64, Age; uint8, Outcome; uint8",FALSE
List the diabetes outcomes of the top 5 individuals with the highest insulin levels.,028_Predict,"Pregnancies; uint8, Glucose; uint8, BloodPressure; uint8, SkinThickness; uint8, Insulin; uint16, BMI; float64, DiabetesPedigreeFunction; float64, Age; uint8, Outcome; uint8",FALSE
List the diabetes outcomes of the bottom 4 individuals with the lowest blood pressure.,028_Predict,"Pregnancies; uint8, Glucose; uint8, BloodPressure; uint8, SkinThickness; uint8, Insulin; uint16, BMI; float64, DiabetesPedigreeFunction; float64, Age; uint8, Outcome; uint8",FALSE
What are the ages of the top 4 individuals with the highest number of pregnancies?,028_Predict,"Pregnancies; uint8, Glucose; uint8, BloodPressure; uint8, SkinThickness; uint8, Insulin; uint16, BMI; float64, DiabetesPedigreeFunction; float64, Age; uint8, Outcome; uint8",FALSE
List the BMI of the bottom 3 individuals with the lowest glucose levels.,028_Predict,"Pregnancies; uint8, Glucose; uint8, BloodPressure; uint8, SkinThickness; uint8, Insulin; uint16, BMI; float64, DiabetesPedigreeFunction; float64, Age; uint8, Outcome; uint8",FALSE
Enumerate the blood pressure levels of the top 5 individuals with the highest Diabetes Pedigree Function scores.,028_Predict,"Pregnancies; uint8, Glucose; uint8, BloodPressure; uint8, SkinThickness; uint8, Insulin; uint16, BMI; float64, DiabetesPedigreeFunction; float64, Age; uint8, Outcome; uint8",FALSE
Are there any articles that have the material type 'Op-Ed'?,029_NYTimes,"headline; object, date; datetime64[us, UTC], material_type; category, web_url; category, keywords; object",FALSE
How many unique material types are there in the dataset?,029_NYTimes,"headline; object, date; datetime64[us, UTC], material_type; category, web_url; category, keywords; object",FALSE
What is the longest length of a headline in the dataset?,029_NYTimes,"headline; object, date; datetime64[us, UTC], material_type; category, web_url; category, keywords; object",FALSE
How many articles were published on '2021-01-02'?,029_NYTimes,"headline; object, date; datetime64[us, UTC], material_type; category, web_url; category, keywords; object",FALSE
What is the highest number of keywords associated with a single article?,029_NYTimes,"headline; object, date; datetime64[us, UTC], material_type; category, web_url; category, keywords; object",FALSE
What is the material type of the article with the longest headline?,029_NYTimes,"headline; object, date; datetime64[us, UTC], material_type; category, web_url; category, keywords; object",FALSE
What is the material type of the article with the least number of keywords?,029_NYTimes,"headline; object, date; datetime64[us, UTC], material_type; category, web_url; category, keywords; object",FALSE
List the material types of the top 3 articles with the longest headlines.,029_NYTimes,"headline; object, date; datetime64[us, UTC], material_type; category, web_url; category, keywords; object","Error: Column 'headline' has dtype object, cannot use method 'nlargest' with this dtype"
List the material types of the bottom 4 articles with the least number of keywords.,029_NYTimes,"headline; object, date; datetime64[us, UTC], material_type; category, web_url; category, keywords; object","Error: Column 'keywords' has dtype object, cannot use method 'nsmallest' with this dtype"
What are the lengths of the headlines of the top 4 articles with the most number of keywords?,029_NYTimes,"headline; object, date; datetime64[us, UTC], material_type; category, web_url; category, keywords; object","Error: Column 'keywords' has dtype object, cannot use method 'nlargest' with this dtype"
Enumerate the lengths of the headlines of the top 5 articles with the longest headlines.,029_NYTimes,"headline; object, date; datetime64[us, UTC], material_type; category, web_url; category, keywords; object",FALSE
